Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Final Price
Lenovo,ThinkPad,Intel Core i7,16,512,SSD,T 1000,15.6,1857.0
Apple,MacBook Pro,Apple M1 Pro,16,1000,SSD,iGPU,14.2,2749.0
Asus,Chromebook,Intel Core i5,8,256,SSD,iGPU,14.0,1143.53
Asus,F515,Intel Core i5,12,512,SSD,iGPU,15.6,824.78
Asus,TUF,AMD Ryzen 7,16,1000,SSD,RTX 4060,15.6,1335.01
Dell,Vostro,Intel Core i7,16,512,SSD,iGPU,15.6,932.15
HP,15S,Intel Celeron,4,128,SSD,iGPU,15.6,395.4
HP,15S,AMD Ryzen 3,8,256,SSD,iGPU,15.6,529.0
HP,EliteBook,Intel Core i5,16,512,SSD,iGPU,13.3,1375.3
Lenovo,100w,AMD 3015e,4,128,eMMC,iGPU,11.6,397.0
Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,iGPU,17.3,1136.94
Lenovo,ThinkPad,Intel Core i7,16,512,SSD,iGPU,14.0,1871.6
Medion,Akoya,AMD Ryzen 5,8,256,SSD,iGPU,15.6,399.99
Primux,Ioxbook,AMD Ryzen 3,8,256,SSD,iGPU,15.6,599.41
HP,255,AMD Ryzen 5,16,512,SSD,iGPU,15.6,595.01
Lenovo,IdeaPad,Qualcomm Snapdragon 7,8,128,eMMC,iGPU,10.95,531.0
Lenovo,V15,Intel Core i7,8,512,SSD,iGPU,15.6,709.0
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3070,16.0,3299.0
Apple,MacBook Pro,Intel Core i5,16,512,SSD,iGPU,13.3,1302.54
Apple,MacBook Pro,Intel Core i7,16,512,SSD,Radeon Pro 5300M,16.0,1093.69
Lenovo,Legion,Intel Core i7,32,1000,SSD,RTX 4060,16.0,2199.01
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,14.0,811.68
Asus,VivoBook,Intel Core i5,8,256,SSD,iGPU,15.6,639.0
Dell,Latitude,Intel Core i7,16,512,SSD,iGPU,13.3,1266.49
HP,15S,AMD Ryzen 5,8,512,SSD,iGPU,15.6,536.48
HP,15S,Intel Core i5,8,512,SSD,iGPU,15.6,552.0
PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 4060,15.6,1799.9
Apple,MacBook Pro,Intel Core i9,32,2000,SSD,Radeon Pro 5500M,16.0,2755.0
HP,Pavilion,AMD Ryzen 5,16,512,SSD,iGPU,15.6,671.01
Microsoft,Surface Pro,Intel Core i5,8,256,SSD,iGPU,12.3,866.0
Samsung,Chromebook,Intel Celeron,4,32,eMMC,iGPU,11.6,365.9
Acer,Extensa,Intel Core i5,8,256,SSD,iGPU,15.6,494.35
MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 3050,16.0,1912.01
Asus,VivoBook,Intel Core i5,16,512,SSD,iGPU,17.3,862.19
Apple,MacBook Pro,Intel Core i5,8,512,SSD,iGPU,13.0,856.08
HP,15S,AMD Ryzen 5,8,256,SSD,iGPU,15.6,478.26
HP,15S,AMD Ryzen 3,8,512,SSD,iGPU,15.6,405.39
HP,15S,Intel Core i7,8,512,SSD,iGPU,15.6,734.64
HP,255,AMD Ryzen 5,8,512,SSD,iGPU,15.6,507.53
Lenovo,ThinkBook,Intel Core i7,16,512,SSD,iGPU,13.3,1288.19
Asus,VivoBook,Intel Core i5,16,512,SSD,RTX 3050,15.6,1099.0
Lenovo,V15,Intel Core i7,8,512,SSD,iGPU,15.6,903.3
Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,iGPU,13.0,1293.93
Apple,MacBook Air,Intel Core i5,8,256,SSD,iGPU,13.3,655.76
Apple,MacBook Air,Intel Core i5,16,512,SSD,iGPU,13.3,884.99
Apple,MacBook Pro,Apple M1,8,256,SSD,iGPU,13.3,1029.76
HP,ProBook,Intel Core i5,8,256,SSD,iGPU,13.3,413.0
Dell,Latitude,Intel Core i7,16,512,SSD,iGPU,15.6,1334.21
Lenovo,ThinkBook,Intel Core i7,16,512,SSD,iGPU,16.0,1233.38
Lenovo,V17,Intel Core i5,16,512,SSD,iGPU,17.3,999.62
Samsung,Chromebook,Intel Celeron,4,64,eMMC,iGPU,14.0,369.27
Asus,ROG,AMD Ryzen 9,16,1000,SSD,RTX 4060,17.3,2203.07
Asus,ROG,AMD Ryzen 9,16,1000,SSD,iGPU,15.6,1248.59
Apple,MacBook Pro,Intel Core i5,8,256,SSD,iGPU,13.3,759.2
Lenovo,ThinkPad,Intel Core i7,32,1000,SSD,T 550,14.0,2539.0
Acer,Aspire,Intel Core i5,8,512,SSD,iGPU,17.3,713.28
HP,15S,Intel Core i5,8,512,SSD,iGPU,15.6,530.19
HP,Victus,AMD Ryzen 5,8,512,SSD,GTX 1650,16.1,845.48
MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4060,17.3,1927.84
Asus,F415EA,Intel Core i3,8,256,SSD,iGPU,14.0,471.63
Asus,VivoBook,Intel Core i5,8,512,SSD,iGPU,15.6,527.0
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,14.0,1032.38
Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,iGPU,14.0,749.0
Lenovo,V15,AMD Ryzen 5,8,512,SSD,iGPU,15.6,439.0
Lenovo,V15,Intel Core i7,16,512,SSD,iGPU,15.6,930.24
MSI,Katana,Intel Core i7,32,1000,SSD,RTX 3070,15.6,1899.0
Asus,ExpertBook,Intel Core i5,8,512,SSD,iGPU,15.6,693.0
Asus,TUF,Intel Core i7,16,512,SSD,RTX 3060,15.6,1095.0
Asus,VivoBook,Intel Pentium,8,128,SSD,iGPU,13.3,749.99
Acer,Aspire,Intel Core i5,8,512,SSD,iGPU,14.0,769.58
Acer,Extensa,Intel Core i5,8,256,SSD,iGPU,15.6,531.8
Acer,Extensa,Intel Core i5,8,256,SSD,iGPU,15.6,529.9
Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,iGPU,14.0,757.0
Lenovo,ThinkPad,Intel Core i5,16,512,SSD,iGPU,14.0,1069.0
MSI,Raider,Intel Core i9,32,2000,SSD,RTX 4080,17.0,7150.47
HP,EliteBook,Intel Core i5,8,256,SSD,iGPU,13.3,620.0
Lenovo,LOQ,Intel Core i5,16,512,SSD,RTX 4060,15.6,1498.33
Acer,Chromebook,Intel Celeron,8,64,eMMC,iGPU,14.0,374.0
Asus,TUF,Intel Core i5,16,512,SSD,RTX 3050,15.6,949.0
Apple,Macbook,Intel Core M3,8,256,SSD,iGPU,12.0,553.58
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,13.3,912.0
Dell,Vostro,Intel Core i5,16,512,SSD,iGPU,16.0,961.6
Asus,ZenBook,AMD Ryzen 7,16,512,SSD,iGPU,14.0,849.0
Asus,ZenBook,Intel Evo Core i7,16,512,SSD,iGPU,14.0,1299.0
Asus,VivoBook,Intel Core i7,16,512,SSD,iGPU,14.0,799.0
Asus,VivoBook,Intel Core i7,16,512,SSD,iGPU,17.3,912.0
HP,Pavilion,Intel Core i7,16,512,SSD,iGPU,15.6,959.93
HP,Pavilion,Intel Core i7,16,512,SSD,iGPU,14.0,1267.58
Asus,ZenBook,Intel Evo Core i7,16,512,SSD,iGPU,13.3,1016.0
Dell,Vostro,Intel Evo Core i5,16,512,SSD,iGPU,13.3,1020.24
Asus,BR,Intel Core i5,8,512,SSD,iGPU,15.6,699.0
Acer,Aspire,Intel Core i7,16,512,SSD,iGPU,15.6,586.54
Acer,Extensa,Intel Core i5,8,256,SSD,iGPU,15.6,709.65
Acer,Aspire,Intel Core i3,8,512,SSD,iGPU,15.6,340.24
Asus,ROG,AMD Ryzen 9,16,1000,SSD,GTX 1660,14.0,1277.64
Dynabook Toshiba,Tecra,Intel Core i5,8,512,SSD,iGPU,15.6,959.0
MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3070,17.0,3099.0
MSI,Pulse,Intel Core i9,32,1000,SSD,RTX 3060,17.3,1999.0
Asus,ROG,Intel Core i9,16,1000,SSD,RTX 3050,13.4,1899.0
Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,1299.0
Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4060,15.6,1409.0
Asus,ZenBook,AMD Ryzen 5,16,512,SSD,iGPU,14.0,608.64
Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3050,15.6,1299.0
Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,17.3,1498.14
Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,16.0,1106.09
Apple,MacBook Air,Intel Core i5,8,256,SSD,iGPU,13.3,765.33
Apple,Macbook,Intel Core M3,8,256,SSD,iGPU,12.0,553.58
Apple,Macbook,Intel Core i5,8,512,SSD,iGPU,12.0,684.65
Apple,MacBook Pro,Apple M1 Pro,16,1000,SSD,iGPU,14.2,2749.0
Apple,MacBook Pro,Intel Core i5,8,256,SSD,iGPU,13.0,815.75
Apple,MacBook Pro,Intel Core i7,16,256,SSD,iGPU,15.4,1118.25
Apple,MacBook Pro,Intel Core i9,16,1000,SSD,Radeon Pro 5500M,16.0,1924.9
Asus,TUF,Intel Core i7,16,1000,SSD,RTX 3060,15.6,905.84
Asus,ZenBook,Intel Core i7,16,512,SSD,iGPU,13.3,1299.0
Asus,ZenBook,Intel Evo Core i7,16,512,SSD,iGPU,13.9,1599.0
HP,250,Intel Core i5,8,512,SSD,iGPU,15.6,566.58
HP,EliteBook,Intel Core i5,16,512,SSD,iGPU,13.3,1329.2
HP,Omen,AMD Ryzen 7,16,512,SSD,Radeon RX 6600M,16.1,634.34
HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,1447.64
HP,ProBook,Intel Core i7,16,512,SSD,iGPU,13.3,1420.98
HP,ProBook,Intel Core i5,4,500,SSD,iGPU,14.0,370.01
HP,Victus,AMD Ryzen 7,8,512,SSD,RTX 3050,16.1,829.19
LG,Gram,Intel Evo Core i7,32,2000,SSD,iGPU,16.0,1882.19
Lenovo,ThinkPad,Intel Core i5,8,256,SSD,iGPU,14.0,1339.45
MSI,Creator,Intel Core i7,32,1000,SSD,RTX A5500,17.0,4499.0
MSI,Leopard,Intel Core i7,16,1000,SSD,RTX 3070,17.3,1599.0
MSI,Modern,Intel Core i7,16,512,SSD,iGPU,15.6,807.78
MSI,Prestige,Intel Core i7,16,1000,SSD,GTX 1650,14.0,1649.0
MSI,Prestige,Intel Core i7,16,512,SSD,RTX 3050,14.0,1399.0
MSI,Raider,Intel Core i9,32,1000,SSD,RTX 3070,15.6,3299.0
MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 3060,15.6,1322.09
Razer,Blade,Intel Core i9,32,1000,SSD,RTX 3080,15.6,4399.99
Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,15.6,4099.99
Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,iGPU,15.6,1699.0
Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,iGPU,16.0,2099.0
Asus,F515,Intel Core i5,16,512,SSD,iGPU,15.6,720.92
Lenovo,V15,Intel Core i5,16,512,SSD,iGPU,15.6,810.81
Microsoft,Surface Pro,Intel Core i7,32,1000,SSD,iGPU,12.3,2014.58
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,15.6,729.0
Asus,F415EA,Intel Core i5,8,512,SSD,iGPU,14.0,579.0
Asus,ROG,AMD Ryzen 7,16,1000,SSD,iGPU,14.0,2199.0
Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,2199.0
Asus,VivoBook,Intel Pentium,4,128,SSD,iGPU,13.3,561.1
Asus,VivoBook,Intel Core i7,16,512,SSD,iGPU,15.6,899.0
Acer,Aspire,Intel Core i5,8,512,SSD,iGPU,15.6,477.6
Acer,Chromebook,Intel Celeron,8,64,eMMC,iGPU,14.0,346.99
Acer,Chromebook,Intel Celeron,8,64,eMMC,iGPU,14.0,359.0
Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3080,15.6,1999.0
Apple,MacBook Pro,Intel Core i5,8,128,SSD,iGPU,13.0,604.0
Apple,MacBook Pro,Intel Core i7,16,512,SSD,iGPU,15.0,987.15
Asus,Chromebook,Intel Celeron,8,64,eMMC,iGPU,15.6,399.0
Asus,ZenBook,Intel Core i7,16,512,SSD,iGPU,14.0,849.0
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,15.6,1125.75
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,14.0,699.0
Dynabook Toshiba,Satellite Pro,Intel Core i7,16,512,SSD,iGPU,15.6,799.0
Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,17.3,2399.0
Gigabyte,U4,Intel Core i5,16,512,SSD,iGPU,14.0,799.0
HP,15S,AMD Ryzen 5,8,512,SSD,iGPU,15.6,660.99
HP,15S,Intel Core i5,8,512,SSD,iGPU,15.6,760.99
HP,EliteBook,Intel Core i7,16,512,SSD,iGPU,14.0,1255.73
HP,EliteBook,Intel Core i7,16,512,SSD,iGPU,15.6,1654.05
HP,EliteBook,Intel Core i5,8,256,SSD,iGPU,14.0,1395.03
HP,ProBook,Intel Core i5,8,256,SSD,iGPU,13.3,490.0
HP,ProBook,Intel Core i5,8,256,SSD,iGPU,14.0,550.01
Lenovo,ThinkPad,Intel Core i5,16,512,SSD,iGPU,14.0,1901.48
Lenovo,ThinkPad,Intel Core i5,8,512,SSD,iGPU,14.0,877.63
Lenovo,ThinkPad,Intel Core i7,16,512,SSD,iGPU,14.0,794.99
Lenovo,V15,Intel Celeron,8,256,SSD,iGPU,15.6,411.0
MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,17.3,1599.0
MSI,Prestige,Intel Core i7,16,1000,SSD,MX 330,14.0,1278.99
MSI,Prestige,Intel Core i7,16,512,SSD,RTX 3050,15.6,1399.0
MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 3050,16.0,1375.14
MSI,Raider,Intel Core i7,32,1000,SSD,RTX 3080,15.6,3799.0
Medion,Deputy,Intel Core i5,8,512,SSD,GTX 1660,15.6,1029.0
Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,15.6,3299.99
Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,iGPU,16.0,2198.99
Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,3456.44
Asus,ROG,Intel Core i9,64,2000,SSD,RTX 4090,16.0,5758.14
Asus,ROG,AMD Radeon 9,32,1000,SSD,RTX 4080,17.3,4753.32
Asus,ROG,AMD Ryzen 7,16,1000,SSD,iGPU,14.0,1730.15
HP,15S,AMD Ryzen 5,12,256,SSD,iGPU,15.6,655.34
HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,1887.39
HP,Victus,Intel Core i5,8,512,SSD,RTX 3050,16.1,1438.68
HP,250,Intel Core i7,16,512,SSD,iGPU,15.6,1078.0
Asus,Chromebook,Intel Celeron,4,32,SSD,iGPU,11.6,304.82
Asus,Chromebook,Intel Celeron,4,32,eMMC,iGPU,11.6,398.4
Asus,Chromebook,Intel Celeron,8,32,eMMC,iGPU,15.6,466.0
Asus,Chromebook,Intel Core i5,8,256,SSD,iGPU,14.0,777.0
Asus,Chromebook,Intel Core i7,8,256,SSD,iGPU,14.0,918.0
Asus,E510,Intel Celeron,8,256,SSD,iGPU,15.6,364.16
Asus,ExpertBook,Intel Core i5,8,512,SSD,iGPU,15.6,901.99
Asus,ExpertBook,Intel Core i3,8,256,SSD,iGPU,15.6,545.0
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,14.0,1259.0
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,16.0,1238.0
Asus,ExpertBook,Intel Core i7,16,512,SSD,RTX A2000,16.0,2499.0
Asus,ExpertBook,Intel Core i7,16,512,SSD,iGPU,14.0,2409.49
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,14.0,1703.0
Asus,ExpertBook,Intel Core i7,16,512,SSD,iGPU,14.0,1902.0
Asus,ExpertBook,Intel Core i7,16,512,SSD,iGPU,15.6,937.54
Asus,ExpertBook,Intel Core i7,16,1000,SSD,iGPU,14.0,1759.0
Asus,VivoBook,Intel Core i5,8,512,SSD,iGPU,15.6,544.58
Asus,VivoBook,Intel Core i5,16,512,SSD,iGPU,15.6,729.78
Asus,VivoBook,Intel Core i3,8,256,SSD,iGPU,15.6,460.63
Asus,F415EA,Intel Core i3,8,256,SSD,iGPU,14.0,457.07
Asus,F515,Intel Core i5,8,512,SSD,iGPU,15.6,613.91
Asus,F515,Intel Core i3,8,256,SSD,iGPU,15.6,570.43
Asus,F515,Intel Core i3,8,256,SSD,iGPU,15.6,424.96
Asus,F515,Intel Core i7,8,512,SSD,iGPU,15.6,942.08
Asus,M515,AMD Ryzen 3,8,256,SSD,iGPU,15.6,595.72
Asus,BR,Intel Core i3,8,256,SSD,iGPU,15.6,609.15
Asus,P1511,Intel Core i7,8,512,SSD,iGPU,15.6,840.24
Asus,P1511,Intel Core i7,8,512,SSD,iGPU,15.6,853.63
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3050,13.4,3943.37
Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3050,13.4,2086.72
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3050,13.4,3834.15
Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,1036.46
Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,1411.19
Asus,ROG,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,909.99
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3070,15.6,2535.45
Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,17.3,1455.4
Asus,ROG,AMD Radeon 9,32,2000,SSD,RTX 4090,17.3,5630.9
Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4050,15.6,1175.01
Asus,TUF,AMD Ryzen 7,8,512,SSD,RTX 3060,15.6,1122.26
Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 2050,15.6,1106.48
Asus,TUF,Intel Core i5,16,512,SSD,RTX 2050,15.6,809.9
Asus,TUF,Intel Core i7,16,512,SSD,RTX 4050,15.6,1265.01
Asus,TUF,Intel Core i5,8,512,SSD,RTX 2050,15.6,946.7
Asus,VivoBook,Intel Core i3,8,256,SSD,iGPU,15.6,389.0
Asus,VivoBook,Intel Core i5,16,512,SSD,iGPU,15.6,804.7
Asus,VivoBook,Intel Core i5,8,512,SSD,iGPU,15.6,648.97
Asus,VivoBook,Intel Core i5,16,512,SSD,iGPU,16.0,698.44
Asus,VivoBook,Intel Core i5,8,512,SSD,iGPU,15.6,666.37
Asus,VivoBook,Intel Core i7,8,512,SSD,iGPU,15.6,568.19
Asus,VivoBook,Intel Celeron,4,128,eMMC,iGPU,14.0,557.73
Asus,VivoBook,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,1016.0
Asus,VivoBook,Intel Core i7,16,512,SSD,RTX 3050,16.0,1745.11
Asus,VivoBook,Intel Core i5,16,512,SSD,iGPU,15.6,1212.25
Asus,VivoBook,AMD Ryzen 3,8,256,SSD,610 M,15.6,563.23
Asus,VivoBook,Intel Core i5,8,512,SSD,MX 330,15.6,867.0
Asus,VivoBook,AMD Ryzen 7,16,512,SSD,iGPU,15.6,1035.84
Asus,ZenBook,AMD Ryzen 5,16,512,SSD,iGPU,14.0,955.0
Asus,ZenBook,Intel Evo Core i5,16,512,SSD,iGPU,14.0,1205.99
Asus,ZenBook,Intel Core i5,16,512,SSD,iGPU,14.0,959.91
Asus,ZenBook,AMD Ryzen 5,16,512,SSD,iGPU,14.0,868.74
Asus,ZenBook,AMD Ryzen 7,16,512,SSD,iGPU,14.0,1078.65
Asus,ZenBook,Intel Core i7,16,512,SSD,iGPU,13.3,1238.18
Acer,Aspire,Intel Celeron,8,128,SSD,iGPU,15.6,486.0
Acer,Aspire,Intel Core i7,8,512,SSD,iGPU,15.6,706.2
Acer,Aspire,Intel Core i3,8,512,SSD,iGPU,17.3,707.69
Acer,Aspire,AMD Ryzen 5,8,512,SSD,iGPU,15.6,854.93
Acer,Chromebook,Intel Core i5,8,256,SSD,iGPU,15.6,698.0
Acer,Chromebook,Intel Core i3,8,128,eMMC,iGPU,13.5,792.55
Acer,Chromebook,Qualcomm Snapdragon 7,8,64,eMMC,iGPU,13.3,602.66
Acer,Chromebook,Intel Core i5,8,256,SSD,iGPU,14.0,999.0
Acer,ConceptD,Intel Core i5,8,512,SSD,iGPU,15.6,1121.0
Acer,ConceptD,Intel Core i5,8,512,SSD,GTX 1650,15.6,1349.0
Acer,ConceptD,Intel Core i7,16,512,SSD,RTX 3050,14.0,2461.21
Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14.0,2516.82
Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14.0,2119.0
Acer,Enduro,Intel Core i5,8,512,SSD,iGPU,15.6,3442.0
Acer,Extensa,AMD Ryzen 3,8,256,SSD,iGPU,15.6,371.0
Acer,Extensa,AMD Ryzen 5,8,512,SSD,iGPU,15.6,491.13
Acer,Extensa,AMD Ryzen 5,8,256,SSD,iGPU,15.6,473.0
Acer,Extensa,AMD Ryzen 3,8,256,SSD,iGPU,15.6,479.0
Acer,Extensa,Intel Core i3,8,256,SSD,iGPU,15.6,616.33
Acer,Extensa,Intel Core i5,8,512,SSD,iGPU,15.6,666.44
Acer,Extensa,Intel Core i5,8,256,SSD,MX 330,15.6,689.08
Acer,Extensa,Intel Core i3,8,256,SSD,iGPU,15.6,481.6
Acer,Extensa,Intel Core i5,8,512,SSD,iGPU,15.6,541.55
Acer,TravelMate,Intel Core i5,8,512,SSD,iGPU,14.0,803.61
Acer,TravelMate,Intel Core i5,16,512,SSD,iGPU,14.0,709.81
Acer,TravelMate,Intel Core i5,8,512,SSD,iGPU,15.6,789.84
Acer,TravelMate,Intel Core i7,8,512,SSD,iGPU,14.0,714.29
Acer,TravelMate,Intel Core i5,8,256,SSD,iGPU,15.6,691.97
Acer,TravelMate,Intel Core i3,8,256,SSD,iGPU,15.6,547.19
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,17.3,2052.74
Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 3070,15.6,1454.12
Asus,VivoBook,Intel Core i3,8,256,SSD,iGPU,15.6,499.0
Asus,VivoBook,Intel Core i5,8,256,SSD,iGPU,14.0,686.45
Asus,VivoBook,AMD Ryzen 7,16,512,SSD,iGPU,15.6,1422.0
Asus,Ultra,Intel Evo Core i7,16,32,SSD,iGPU,14.0,1349.0
Acer,ConceptD,Intel Core i7,32,1000,SSD,RTX A3000,15.6,2595.0
Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,1409.0
Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,15.6,1334.0
Deep Gaming,Nubian,Intel Core i7,32,2000,SSD,RTX 3050,15.6,1525.0
Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,15.6,1497.0
Deep Gaming,Nubian,Intel Core i7,64,2000,SSD,RTX 3050,15.6,1615.0
Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,17.3,1475.0
Deep Gaming,Nubian,Intel Core i7,64,1000,SSD,RTX 3050,17.3,1639.01
Dell,Latitude,Intel Core i7,8,512,SSD,iGPU,13.3,1259.59
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,13.3,1044.74
Dell,Latitude,Intel Core i7,8,256,SSD,iGPU,14.0,1177.9
Dell,Latitude,Intel Core i5,16,512,SSD,iGPU,14.0,1237.85
Dell,Latitude,Intel Core i5,16,512,SSD,iGPU,14.0,1091.0
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,15.6,915.78
Dell,Latitude,Intel Core i7,16,512,SSD,iGPU,15.6,1383.44
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,13.3,1231.71
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,13.3,1007.0
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,15.6,2450.71
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,15.6,1040.55
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,15.6,1307.01
Dell,Latitude,Intel Core i5,16,512,SSD,iGPU,14.0,1463.4
Dell,Latitude,Intel Core i7,16,512,SSD,iGPU,14.0,1637.09
Dell,Latitude,Intel Core i7,16,512,SSD,iGPU,15.6,2033.25
Dell,Latitude,Intel Core i5,16,512,SSD,iGPU,15.6,1365.1
Dell,Latitude,Intel Core i5,16,512,SSD,iGPU,15.6,1675.2
Dell,Latitude,Intel Core i7,16,512,SSD,iGPU,15.6,1715.18
Dell,Precision,Intel Core i5,8,256,SSD,iGPU,15.6,1190.0
Dell,Precision,Intel Core i5,8,512,SSD,T 500,15.6,1848.46
Dell,Precision,Intel Core i7,16,512,SSD,RTX A1000,14.0,3469.0
Dell,Precision,Intel Core i7,16,512,SSD,RTX A2000,17.0,3936.0
Dell,Vostro,Intel Core i5,8,512,SSD,iGPU,14.0,926.63
Dell,Vostro,Intel Core i5,8,256,SSD,iGPU,14.0,717.0
Dell,Vostro,Intel Core i3,8,256,SSD,iGPU,15.6,930.16
Dell,Vostro,Intel Core i3,4,256,SSD,iGPU,15.6,600.68
Dell,Vostro,Intel Core i3,8,256,SSD,iGPU,15.6,688.88
Dell,Vostro,Intel Core i5,8,256,SSD,iGPU,15.6,1289.17
Dell,Vostro,Intel Evo Core i5,8,256,SSD,iGPU,13.3,919.0
Dell,Vostro,Intel Core i5,8,256,SSD,iGPU,15.6,1091.08
Dell,Vostro,AMD Ryzen 5,8,256,SSD,iGPU,15.6,1895.48
Dell,Vostro,Intel Core i5,8,256,SSD,iGPU,16.0,887.87
Dell,XPS,Intel Core i7,16,1000,SSD,RTX 3050,15.6,3012.09
Dell,XPS,Intel Core i7,32,1000,SSD,RTX 3050,15.6,2818.09
Dynabook Toshiba,Portégé,Intel Core i5,8,256,SSD,iGPU,13.3,1369.87
Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,iGPU,13.3,1323.11
Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,iGPU,13.3,1779.99
Dynabook Toshiba,Portégé,Intel Core i5,16,512,SSD,iGPU,13.3,1581.0
Dynabook Toshiba,Satellite Pro,Intel Core i3,8,256,SSD,iGPU,15.6,734.64
Dynabook Toshiba,Satellite Pro,Intel Core i3,8,512,SSD,iGPU,15.6,397.29
Dynabook Toshiba,Tecra,Intel Core i5,8,512,SSD,iGPU,15.6,1093.01
Gigabyte,Aero,Intel Core i7,16,1000,SSD,RTX 3080,15.6,2835.19
Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,16.0,2317.0
Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,17.3,2228.59
Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,15.6,2299.0
Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 4070,15.6,2511.0
Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 3060,17.3,1552.82
Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 4080,17.3,2532.38
Gigabyte,Aorus,Intel Core i7,16,512,SSD,RTX 3070,15.6,1878.04
Gigabyte,G7,Intel Core i5,16,512,SSD,RTX 3050,17.3,1376.02
Gigabyte,U4,Intel Core i5,16,512,SSD,iGPU,14.0,899.0
HP,G7,Intel Core i5,8,256,SSD,iGPU,15.6,684.93
HP,15S,AMD 3020e,4,256,SSD,iGPU,15.6,355.01
HP,15S,AMD 3020e,4,128,SSD,iGPU,15.6,367.34
HP,15S,AMD Athlon,8,256,SSD,iGPU,15.6,459.99
